"","Acetobacteraceae","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Corynebacteriaceae","Moraxellaceae","Peptococcaceae","JG30_KF_CM66(class)","Solibacteraceae_Subgroup_3_","uncultured","Pseudomonadaceae","Flavobacteriaceae","Sphingobacteriaceae","Sphingomonadaceae","Intrasporangiaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","Burkholderiaceae","Family_XI","Leptotrichiaceae","Thermaceae","Coriobacteriaceae","Fibrobacteraceae","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Leuconostocaceae","Rikenellaceae","Opitutaceae","Fusobacteriaceae","Bifidobacteriaceae","Aerococcaceae","Oscillochloridaceae","Actinomycetaceae","Caulobacteraceae","Defluviitaleaceae","Hyphomicrobiaceae","Spirochaetaceae","Iamiaceae","Oxalobacteraceae","Cellulomonadaceae","Eubacteriaceae","Pseudonocardiaceae","Micrococcaceae","Gastranaerophilales(order)","Desulfovibrionaceae","Neisseriaceae","Blastocatellaceae_Subgroup_4_","Subgroup_6(class)","Listeriaceae","Synergistaceae","Methylobacteriaceae","0319_6A21","Mollicutes_RF9(order)","Caldilineaceae","Erythrobacteraceae","Acidaminococcaceae","Mycobacteriaceae","Alicyclobacillaceae","Bacteroidales_S24_7_group","Planctomycetaceae","Desulfurellaceae","WCHA1_57(class)","Chthoniobacterales_Incertae_Sedis","Thermoanaerobacteraceae","Chitinophagaceae","OPB35_soil_group(class)","Tectomicrobia(phylum)","vadinBE97","Paenibacillaceae","Rhizobiales_Incertae_Sedis","Nocardioidaceae","Chloroflexaceae","Methanobacteriaceae","Bacteriovoracaceae","Streptosporangiales_Incertae_Sedis","Microbacteriaceae","Planococcaceae","Rhizobiaceae","Victivallaceae","Xanthomonadaceae","Cryomorphaceae","Geobacteraceae","env_OPS_17","Unknown_Family","Shewanellaceae","Lentimicrobiaceae","Candidatus_Falkowbacteria(class)","Xanthobacteraceae","Nocardiaceae","Chloroplast(class)","Cytophagaceae","Xanthomonadales_Incertae_Sedis","Geodermatophilaceae","Gitt_GS_136(class)","Chthoniobacteraceae","Family_X","Staphylococcaceae","Campylobacteraceae","Acidimicrobiaceae","Rhodospirillales_Incertae_Sedis","Pasteurellaceae","Cyanobacteria(phylum)","NB1_j(order)","X35(order)","Enterobacteriaceae","Haliangiaceae","ABS_19","mle1_27","Brevibacteriaceae","PHOS_HE51","Methylophilaceae","Heliobacteriaceae","Oligosphaeraceae","Solirubrobacteraceae","Bacillaceae","KD4_96(class)","Verrucomicrobiaceae","Carnobacteriaceae","Clostridiaceae_1","FamilyII","Aeromonadaceae","Propionibacteriaceae","Phyllobacteriaceae","Bradyrhizobiaceae","NS9_marine_group","Cellvibrionaceae","UA11(class)","Lineage_IIb(order)","Polyangiaceae","Oligoflexaceae","Dermabacteraceae","Family_III","Lineage_IIc(order)"
"X215085",0.0,0.0,0.0,0.04981378026070764,0.0,0.00558659217877095,0.08729050279329609,0.007914338919925512,0.0,0.0,0.0,0.0,0.0013966480446927375,0.0,0.0,0.0,0.0016294227188081937,0.0,0.0,0.0,0.1601489757914339,0.019553072625698324,0.0,0.01303538175046555,0.0,0.0,0.010707635009310988,0.0,0.0,0.0,0.0,0.45274674115456237,0.06634078212290503,0.021415270018621976,0.006750465549348231,0.0,0.017458100558659217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00186219739292365,0.0,0.0,0.0034916201117318434,0.0,0.023277467411545624,0.0,0.0,0.0,0.004655493482309125,0.0,0.0,0.0,0.0,0.0,0.0,0.015595903165735567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016294227188081937,0.0,0.0,0.0,0.0,0.0006983240223463687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003026070763500931,0.0,0.0,0.0,0.0,0.0004655493482309125,0.0,0.0,0.007681564245810056,0.0,0.0,0.0,0.002094972067039106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011638733705772813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013966480446927375,0.0,0.0
"X215084",0.0,0.0008123476848090983,0.0,0.02843216896831844,0.0,0.0,0.09082047116165719,0.0,0.0,0.0,0.0,0.0,0.0,0.01007311129163282,0.0,0.0,0.0,0.0,0.0,0.0,0.22696994313566207,0.04224207961007311,0.013484971567831032,0.00926076360682372,0.0,0.0,0.0011372867587327376,0.0,0.0,0.00016246953696181965,0.0,0.40812347684809097,0.056051990251827784,0.002274573517465475,0.0011372867587327376,0.0,0.03590576766856214,0.0,0.018359057676685622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029569455727051178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00926076360682372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003249390739236393,0.0,0.0,0.0,0.002274573517465475,0.0,0.0,0.0,0.012510154346060114,0.0,0.0,0.0,0.0003249390739236393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048740861088545896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X214995",0.0,0.0,0.0,0.00033865778630693685,0.0,0.0,0.06948128915730654,0.0,0.00016932889315346842,0.0006208726082293842,0.0,0.0,0.0,0.00028221482192244734,0.00011288592876897895,0.0005079866794604052,0.00011288592876897895,0.0,0.0,5.6442964384489474e-05,0.31619348648191004,0.03420443641700062,0.025230005079866794,0.01738443303042276,0.0,5.6442964384489474e-05,0.0009030874301518316,0.0,0.0,0.0,0.0,0.49206976350397924,0.0,0.020488796071569677,0.001185302252074279,0.00011288592876897895,0.0,0.0,0.004007450471298753,0.00016932889315346842,0.00011288592876897895,0.0,0.0002257718575379579,0.0,0.0,0.00016932889315346842,0.0,0.0,0.0003951007506914263,5.6442964384489474e-05,0.0,0.0,0.010441948411130553,0.0,0.0,5.6442964384489474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011288592876897895,0.0,0.0,0.0,0.00033865778630693685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002257718575379579,0.0,0.0,0.0,0.0,0.0,5.6442964384489474e-05,0.0003951007506914263,0.0,0.0,0.0007337585369983631,0.0,0.0,0.0,0.00028221482192244734,0.0,0.00011288592876897895,0.0,0.0,0.0,0.0,0.00011288592876897895,0.0,0.0,0.0,0.0,0.0,0.002370604504148558,0.00011288592876897895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X214994",0.0,0.0,0.0,6.244925997626928e-05,0.0,0.0,0.0652594766752014,0.0013114344595016548,0.0,0.0003746955598576157,0.0,0.0,0.0,0.0034971585586710797,0.0027477674389558486,0.0,0.0,0.0,0.0,0.0,0.31942796477861735,0.031849122587897336,0.024917254730531444,0.008493099356772622,0.0,0.0,0.001998376319240617,0.0,0.0,0.0,0.0,0.5200149878223943,6.244925997626928e-05,0.009804533816274276,0.0009991881596203085,0.0,0.0,0.0,0.0032473615187660026,0.0006869418597389621,0.0,0.0,0.00024979703990507713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006869418597389621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003746955598576157,0.0,0.0,0.0,0.0,0.0,0.0,0.0009991881596203085,0.00018734777992880785,0.0,0.0,0.0008742896396677699,0.0,0.0,0.0,0.0012489851995253856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.244925997626928e-05,0.0005620433397864235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215075",0.0,5.072794602546543e-05,0.0011160148125602394,5.072794602546543e-05,0.00010145589205093085,0.0,0.38857606655506516,5.072794602546543e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08253436818343225,0.006188809415106782,0.004311875412164562,0.0012174707046111702,0.0,0.00010145589205093085,0.0008623750824329122,0.0,0.0,0.000355095622178258,0.0,0.44042002739309083,0.015116927915588697,0.006797544767412367,0.0,0.0,0.0011160148125602394,0.0,0.000355095622178258,0.0011160148125602394,0.0,0.0,0.00030436767615279255,0.0,0.0,0.0,0.0,0.0,0.00010145589205093085,0.0,0.0,0.0,0.0005580074062801197,0.0,0.0009131030284583778,0.00010145589205093085,0.0,0.0,0.0,0.0,5.072794602546543e-05,0.0,0.0,0.0,0.0,0.000355095622178258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008116471364074468,0.00015218383807639628,0.0,0.0,0.04484350428651144,0.0,0.0,0.0,0.0008623750824329122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005072794602546543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215076",0.0,0.0,0.0011576986963305984,0.0,0.0,0.0,0.3108672673277294,0.0,0.0,0.0,0.0,0.0,0.0,0.001409372325967685,0.0,0.0,0.0,0.0,0.0,0.0,0.1800976493682992,0.0008053556148386772,0.0020637237630241104,0.0008053556148386772,0.0,0.0,0.0006543514370564252,0.0,0.0,0.0006040167111290079,0.0,0.4115870539084915,0.01374138017818493,0.014949413600442945,0.0,0.0,0.0,0.0,0.0006040167111290079,0.0009563597926209292,0.0,0.0,0.00010066945185483464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010066945185483464,0.0,0.0002013389037096693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002516736296370866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010066945185483464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015100417778225197,5.033472592741732e-05,0.0,0.0,0.05697890974983641,0.0,0.0,0.0,0.0005033472592741732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035234308149192125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219633",0.0,6.161429451632779e-05,0.005730129390018484,0.0,0.002649414664202095,0.0004313000616142945,0.3822550831792976,0.00012322858903265557,0.00012322858903265557,0.0,0.0,0.0,0.0,0.0006161429451632779,0.0,0.0,0.0,0.0,0.0,0.0,0.4264325323475046,0.00696241528034504,0.0007393715341959334,0.015095502156500308,0.0,0.0003696857670979667,0.0006777572396796057,0.0,0.0,0.00030807147258163895,0.0,0.0895871842267406,0.005483672211953173,0.00862600123228589,0.0,0.0,0.04534812076401725,0.0,0.00018484288354898336,0.00030807147258163895,0.0004313000616142945,0.0,6.161429451632779e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036968576709796672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015403573629081946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.161429451632779e-05,0.0,0.0,0.0,0.0004929143561306223,0.0,0.0,0.0,0.0012939001848428836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030807147258163895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219634",0.0,0.00046699875466998757,0.01486612702366127,0.0007783312577833125,0.00809464508094645,0.0,0.2116282689912827,0.0,0.0,0.0,0.0,0.0,0.0,0.002724159402241594,0.0,0.0,0.0,0.0,0.0,7.783312577833126e-05,0.623832503113325,0.007238480697384807,0.0022571606475716064,0.008717310087173101,0.0,0.0,0.0014009962640099626,0.0,0.0,0.00015566625155666251,0.0,0.060865504358655044,0.002646326276463263,0.020158779576587797,0.00015566625155666251,0.0,0.018913449564134495,0.0,0.0009339975093399751,0.00046699875466998757,0.0,0.0,0.0011674968866749688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013231631382316315,0.0,0.0037359900373599006,0.0006226650062266501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007004981320049813,0.0,0.0,7.783312577833126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.783312577833126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031133250311332503,0.0,0.0,0.0,0.0035024906600249067,0.0,0.0,0.0,0.0010896637608966376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009339975093399751,7.783312577833126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219637",0.025,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.2125,0.1,0.0,0.0,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0875,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0
"X219638",0.0,0.0,0.0,0.000547012702850544,0.001641038108551632,0.0,0.22463988330395673,0.003889868109159424,0.000121558378411232,0.0,0.0,0.0,0.0,0.000182337567616848,0.00334285540630888,0.0,0.0,0.0,0.0,0.0,0.5783747644806418,0.012277396219534432,0.000850908648878624,0.05117607731112867,0.0,0.0,0.000182337567616848,0.0,0.0,0.006807269191028992,0.0,0.08782592840211512,0.000547012702850544,0.000729350270467392,0.0,0.0,0.000425454324439312,0.0,0.006442594055795296,0.0018233756761684798,0.0018233756761684798,0.0,0.000121558378411232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010271682975749104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004011426487570656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000182337567616848,0.0,0.0,0.0,0.0006685710812617759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000547012702850544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000547012702850544,0.0,0.0,0.0,0.0
"X219659",0.0,0.0,0.0,0.0,0.01443001443001443,0.0,0.16786916786916786,0.0,0.012506012506012507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00481000481000481,0.02068302068302068,0.0,0.0,0.15055315055315055,0.004329004329004329,0.0,0.016835016835016835,0.0,0.0,0.000481000481000481,0.0,0.0,0.010582010582010581,0.0,0.24338624338624337,0.017316017316017316,0.003848003848003848,0.00481000481000481,0.0,0.02886002886002886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006253006253006253,0.0,0.0,0.000481000481000481,0.005291005291005291,0.0,0.0,0.02934102934102934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01875901875901876,0.011063011063011063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02837902837902838,0.0,0.005772005772005772,0.0,0.0,0.003367003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00962000962000962,0.0,0.003848003848003848,0.0,0.0,0.0,0.0,0.0,0.012025012025012025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1645021645021645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219653",0.0,0.0,0.00041407867494824016,0.0027950310559006213,0.005279503105590062,0.0,0.2731366459627329,0.00036231884057971015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16195652173913044,0.02458592132505176,0.013923395445134575,0.02665631469979296,0.0,0.0,0.015113871635610766,0.0,0.0,0.0007246376811594203,0.0,0.262008281573499,0.006004140786749482,0.002639751552795031,0.007401656314699793,0.0,0.02406832298136646,0.0,0.02127329192546584,0.0005693581780538302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002587991718426501,0.0,0.0,0.0,0.013302277432712215,0.011387163561076604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015579710144927537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009006211180124223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005693581780538302,0.0,0.0,0.02386128364389234,0.0,0.0,0.0,0.02044513457556936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055175983436853,0.00031055900621118014,0.0011904761904761906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219654",0.0,0.00018227109787957957,0.0007290843915183183,0.0037669360228446444,0.0038884500880976974,0.0,0.3850780727869251,0.013123519047329729,0.0004860562610122122,0.0,0.0,0.0,0.0,0.0,0.0028555805334467463,0.0,0.00036454219575915913,0.0,0.0,0.0,0.17540555319278206,0.012272920590558357,0.029953217084877574,0.010085667416003403,0.0,0.0,0.005468132936387387,0.0,0.0,0.0009113554893978978,0.0,0.1278327966462118,0.0072300868825566555,0.0012151406525305304,0.006440245458411811,0.0,0.03523907892338538,0.0,0.005285861838507808,0.0007290843915183183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042529922838568566,0.0,0.00042529922838568566,0.0,0.01780181055957227,0.002491038337687587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022419345039188285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013305790145209308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551795370314114,0.0,0.0,0.0,0.013123519047329729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09745428033294853,0.0,0.0014581687830366365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219693",0.0,0.00012025012025012025,0.0,0.0,0.0027657527657527657,0.0,0.4837662337662338,0.0,0.0,0.0,0.0,0.0,0.0,0.0013227513227513227,0.000962000962000962,0.0,0.0,0.0,0.0,0.0,0.3374218374218374,0.0,0.0027657527657527657,0.022005772005772004,0.0,0.0,0.0,0.0,0.00012025012025012025,0.0027657527657527657,0.0,0.04461279461279461,0.002284752284752285,0.047619047619047616,0.0,0.0,0.000481000481000481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008417508417508417,0.00036075036075036075,0.0,0.0,0.00036075036075036075,0.0,0.025372775372775373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018037518037518036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012025012025012025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012025012025012026,0.0,0.0,0.0,0.002886002886002886,0.0,0.0,0.0,0.0018037518037518038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219668",0.0,0.016,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.344,0.0,0.0304,0.024,0.0,0.0,0.0096,0.0,0.0,0.0,0.0,0.0032,0.0,0.0688,0.0,0.0,0.0112,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.272,0.0,0.0,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219675",0.0,0.00018006122081507713,0.0,0.0,0.00012004081387671808,0.0,0.06056059060080427,0.0,0.0,0.0,0.0,0.0,0.0,0.0017405918012124123,0.0006602244763219495,6.002040693835904e-05,0.0,0.0,0.0,0.0,0.13534601764599963,0.002760938719164516,0.1301242422423624,0.007082408018726367,0.0,0.0,0.0004201428485685133,0.0,0.0,0.0006002040693835905,0.0,0.2032891183002221,0.0,0.008342836564431907,0.0,0.0,6.002040693835904e-05,0.0,0.41594142008282814,0.0007802652901986675,0.0,0.0,0.0004801632555068723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004741612148130364,0.02130724446311746,0.00024008162775343615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024008162775343615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008402856971370266,0.0,0.0,0.0,0.002640897905287798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030010203469179523,0.0,0.00012004081387671808,0.0010203469179521038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219676",0.0,0.00013214694740551494,0.0,0.00013214694740551494,0.00044048982468504976,0.0,0.09351598978063606,4.404898246850498e-05,0.00022024491234252488,4.404898246850498e-05,0.0,0.0,0.0,0.0002642938948110299,0.0,0.0,0.0,0.0,0.0,0.0,0.1964144128270637,0.007576424984582856,0.09686371244824245,0.02700202625319355,0.0,0.0,0.001938155228614219,0.0003523918597480398,0.0,0.001761959298740199,0.0,0.1735970399083781,0.0,0.023037617831028104,4.404898246850498e-05,0.0,0.0,0.0,0.3396617038146419,0.002731036913047309,0.00013214694740551494,0.0,0.0014976654039291692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034358206325433883,0.02087921769007136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.404898246850498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.404898246850498e-05,0.0,0.0,0.0,0.0008369306669015945,0.0,0.0,0.0,0.0036120165624174082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003744163509822923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219691",0.0,0.0,0.0,6.02627455706882e-05,0.0001205254911413764,0.0,0.24099071953718212,0.0017476196215499577,0.0,0.0,0.0,0.0,0.0,6.02627455706882e-05,0.0006628902012775702,0.0,0.0,0.0,0.0003615764734241292,0.0,0.5629143063757985,0.0001807882367120646,0.007593105941906713,0.010244666747016995,0.0,0.0,0.0001807882367120646,0.0,0.0,0.0009642039291310112,0.0,0.11588525973243341,6.02627455706882e-05,0.005483909846932626,0.0,0.0,0.0020489333494033988,0.0,0.0031336627696757864,0.0002410509822827528,0.0,0.0,0.0004218392189948174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000301313727853441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010244666747016994,0.0,0.0,0.0,0.0,0.0,0.0,6.02627455706882e-05,6.02627455706882e-05,0.0,0.0,0.0007834156924189466,0.0,0.0,0.0,0.04399180426660239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003615764734241292,6.02627455706882e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219692",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
